"Nest.ID","J.day","Year","Stage","Day.night","T.mean","T.min","T.max","T.n","T.sd","Nest.ID.type","CV","Type","Nest.id","Forest","DateFound.s","Treat.s","Point.n","Species","ActiveDate","Active.J.Date","LastCheck","expos","survive","status","Prob.Sure","cause.fail","Cause.Fail","clutch","egg.hatch","fledged","bhco.egg","BHCOfledge","Perc.hatch","Perc.fledge","nest.attempt","Trial","fem.ID","male.ID","Nest.Hgt.m.","Subs.Hgt.m.","Subst.1","M.Cond","M.Age","M.Wing","M.Mass","F.Cond","F.Age","F.Wng","F.Mass","hatch.date","fledge.date","fail.date","Year.gis","Date_Found","Point.gis","Female_ID","Male_ID","latitude","longitude","IMI_inside","IMI_all","IMI_dist","elevation","slope","aspect","tpi_25","tpi_50","tpi25_3cat","tpi25_6cat","tpi50_3cat","tpi50_6cat","date","number.on.bouts","number.off.bouts","mean.time.on.bout","mean.time.off.bout","perc.in","first.off","last.on","Date","Nest.ID.orig","time.min","time.max","obs.time","prop.day","prop.day.r"
"190.12",144,2012,"Inc","Night",14.93137255,13,18.5,51,1.757895355,"190.12.ambient",0.117731665,"ambient",190,"TAR","5/19/2012","TT",190,"HOWA",140,140,162,21.5,0,"Success","Sure",NA,NA,4,2,2,0,0,50,50,1,1,"RAWY",NA,0.5,1,"chestnut oak",NA,NA,NA,NA,NA,"SY","61.5","11","5/31/2012","6/10/2012",NA,2012,"5/19/2012",190,"RAWY",NA,39.32959406,-82.771456,64,64,0,282.9580078,29.92560005,324.269989,14.2802,25.08760071,"ridge","ridge","ridge","ridge","5/23/2012",20,19,1356,391.5789474,78.47222222,0.916666667,20.75,"2012-05-23","190.12",0.084722222,23.93194444,23.84722222,0.993634259,1
"190.12",144,2012,"Inc","Day",32.75,21.5,36.5,94,4.263971343,"190.12.nest",0.130197598,"nest",190,"TAR","5/19/2012","TT",190,"HOWA",140,140,162,21.5,0,"Success","Sure",NA,NA,4,2,2,0,0,50,50,1,1,"RAWY",NA,0.5,1,"chestnut oak",NA,NA,NA,NA,NA,"SY","61.5","11","5/31/2012","6/10/2012",NA,2012,"5/19/2012",190,"RAWY",NA,39.32959406,-82.771456,64,64,0,282.9580078,29.92560005,324.269989,14.2802,25.08760071,"ridge","ridge","ridge","ridge","5/23/2012",20,19,1356,391.5789474,78.47222222,0.916666667,20.75,"2012-05-23","190.12",0.084722222,23.93194444,23.84722222,0.993634259,1
"190.12",145,2012,"Inc","Day",34.31382979,27,37,94,2.143988899,"190.12.nest",0.0625,"nest",190,"TAR","5/19/2012","TT",190,"HOWA",140,140,162,21.5,0,"Success","Sure",NA,NA,4,2,2,0,0,50,50,1,1,"RAWY",NA,0.5,1,"chestnut oak",NA,NA,NA,NA,NA,"SY","61.5","11","5/31/2012","6/10/2012",NA,2012,"5/19/2012",190,"RAWY",NA,39.32959406,-82.771456,64,64,0,282.9580078,29.92560005,324.269989,14.2802,25.08760071,"ridge","ridge","ridge","ridge","5/24/2012",23,22,1220.869565,294.5454545,81.25,6.25,20.75,"2012-05-24","190.12",0.084722222,23.93194444,23.84722222,0.993634259,1
"190.12",145,2012,"Inc","Night",16.7254902,15,20.5,51,1.735839064,"190.12.ambient",0.103784047,"ambient",190,"TAR","5/19/2012","TT",190,"HOWA",140,140,162,21.5,0,"Success","Sure",NA,NA,4,2,2,0,0,50,50,1,1,"RAWY",NA,0.5,1,"chestnut oak",NA,NA,NA,NA,NA,"SY","61.5","11","5/31/2012","6/10/2012",NA,2012,"5/19/2012",190,"RAWY",NA,39.32959406,-82.771456,64,64,0,282.9580078,29.92560005,324.269989,14.2802,25.08760071,"ridge","ridge","ridge","ridge","5/24/2012",23,22,1220.869565,294.5454545,81.25,6.25,20.75,"2012-05-24","190.12",0.084722222,23.93194444,23.84722222,0.993634259,1
"190.12",146,2012,"Inc","Night",18.07843137,16,22,51,2.261354791,"190.12.ambient",0.125085786,"ambient",190,"TAR","5/19/2012","TT",190,"HOWA",140,140,162,21.5,0,"Success","Sure",NA,NA,4,2,2,0,0,50,50,1,1,"RAWY",NA,0.5,1,"chestnut oak",NA,NA,NA,NA,NA,"SY","61.5","11","5/31/2012","6/10/2012",NA,2012,"5/19/2012",190,"RAWY",NA,39.32959406,-82.771456,64,64,0,282.9580078,29.92560005,324.269989,14.2802,25.08760071,"ridge","ridge","ridge","ridge","5/25/2012",20,19,1392,353.6842105,80.55555556,6.25,20.91666667,"2012-05-25","190.12",0.084722222,23.93194444,23.84722222,0.993634259,1
"190.12",146,2012,"Inc","Day",34.72340426,28,37,94,2.02088161,"190.12.nest",0.0582,"nest",190,"TAR","5/19/2012","TT",190,"HOWA",140,140,162,21.5,0,"Success","Sure",NA,NA,4,2,2,0,0,50,50,1,1,"RAWY",NA,0.5,1,"chestnut oak",NA,NA,NA,NA,NA,"SY","61.5","11","5/31/2012","6/10/2012",NA,2012,"5/19/2012",190,"RAWY",NA,39.32959406,-82.771456,64,64,0,282.9580078,29.92560005,324.269989,14.2802,25.08760071,"ridge","ridge","ridge","ridge","5/25/2012",20,19,1392,353.6842105,80.55555556,6.25,20.91666667,"2012-05-25","190.12",0.084722222,23.93194444,23.84722222,0.993634259,1
"190.12",147,2012,"Inc","Night",20.11,18.5,23,50,1.329761372,"190.12.ambient",0.0661,"ambient",190,"TAR","5/19/2012","TT",190,"HOWA",140,140,162,21.5,0,"Success","Sure",NA,NA,4,2,2,0,0,50,50,1,1,"RAWY",NA,0.5,1,"chestnut oak",NA,NA,NA,NA,NA,"SY","61.5","11","5/31/2012","6/10/2012",NA,2012,"5/19/2012",190,"RAWY",NA,39.32959406,-82.771456,64,64,0,282.9580078,29.92560005,324.269989,14.2802,25.08760071,"ridge","ridge","ridge","ridge","5/26/2012",14,13,2177.142857,313.8461538,88.19444444,6.25,21.08333333,"2012-05-26","190.12",0.084722222,23.93194444,23.84722222,0.993634259,1
"190.12",147,2012,"Inc","Day",35.25531915,30,37,94,1.674836986,"190.12.nest",0.0475,"nest",190,"TAR","5/19/2012","TT",190,"HOWA",140,140,162,21.5,0,"Success","Sure",NA,NA,4,2,2,0,0,50,50,1,1,"RAWY",NA,0.5,1,"chestnut oak",NA,NA,NA,NA,NA,"SY","61.5","11","5/31/2012","6/10/2012",NA,2012,"5/19/2012",190,"RAWY",NA,39.32959406,-82.771456,64,64,0,282.9580078,29.92560005,324.269989,14.2802,25.08760071,"ridge","ridge","ridge","ridge","5/26/2012",14,13,2177.142857,313.8461538,88.19444444,6.25,21.08333333,"2012-05-26","190.12",0.084722222,23.93194444,23.84722222,0.993634259,1
"190.12",148,2012,"Inc","Day",35.2712766,28.5,37.5,94,1.883238023,"190.12.nest",0.0534,"nest",190,"TAR","5/19/2012","TT",190,"HOWA",140,140,162,21.5,0,"Success","Sure",NA,NA,4,2,2,0,0,50,50,1,1,"RAWY",NA,0.5,1,"chestnut oak",NA,NA,NA,NA,NA,"SY","61.5","11","5/31/2012","6/10/2012",NA,2012,"5/19/2012",190,"RAWY",NA,39.32959406,-82.771456,64,64,0,282.9580078,29.92560005,324.269989,14.2802,25.08760071,"ridge","ridge","ridge","ridge","5/27/2012",16,15,1815,368,84.02777778,6.083333333,20.75,"2012-05-27","190.12",0.084722222,23.93194444,23.84722222,0.993634259,1
"190.12",148,2012,"Inc","Night",20.66326531,19,23,49,1.147405384,"190.12.ambient",0.0555,"ambient",190,"TAR","5/19/2012","TT",190,"HOWA",140,140,162,21.5,0,"Success","Sure",NA,NA,4,2,2,0,0,50,50,1,1,"RAWY",NA,0.5,1,"chestnut oak",NA,NA,NA,NA,NA,"SY","61.5","11","5/31/2012","6/10/2012",NA,2012,"5/19/2012",190,"RAWY",NA,39.32959406,-82.771456,64,64,0,282.9580078,29.92560005,324.269989,14.2802,25.08760071,"ridge","ridge","ridge","ridge","5/27/2012",16,15,1815,368,84.02777778,6.083333333,20.75,"2012-05-27","190.12",0.084722222,23.93194444,23.84722222,0.993634259,1
